1	-0.0205103 -0.598461 -0.361885 -0.648645 -0.0677451 0.142334 -0.792024 -0.672541 1.50444 -0.407288 -0.741841 -0.646255 0.787544 1.8151 -0.0249419 -0.0990218 0.429094 0.978717 -0.866104 -0.359495 -0.622358 -1.10029 -0.3644 -0.192219 -1.14808 -1.03099 -0.985587 -0.648645 -0.553058 -1.14808 1.38496 0.859234 -0.670152 -0.648645 -0.19936 -0.717945 -0.648645 -0.861325 1.62393 -0.911508 -0.694048 -0.268688 0.261094 1.26548 0.30681 0.405197 -0.481368 2.26914
2	-0.248242 -0.263908 -0.359495 1.05041 0.31232 -0.194608 0.261818 0.930924 1.62393 -0.502875 0.309611 -0.383392 1.98238 -0.00343516 6.28377 -0.672541 0.620268 0.761258 -0.361885 -0.507655 -0.0990217 -0.170712 0.96238 1.69562 -0.024942 -0.383392 -0.431185 -0.290195 -0.646255 -0.0990218 2.29303 0.668061 0.548578 5.73415 1.81636 4.87148 -0.0966321 7.59809 0.309611 1.93458 12.3057 6.35307 2.88551 -0.789635 2.96595 1.93458 -0.861325 -0.670152
3	-1.19101 -0.861325 -0.502875 -1.0286 -0.733602 -0.646255 -0.837428 -0.240012 3.67904 1.36106 -0.120528 -0.648645 -0.0512286 1.45665 -0.433575 -0.120529 -1.00709 7.59809 0.405198 -0.815921 4.72571 0.190128 1.63451 -0.646255 -0.218505 1.57613 -0.290195 -0.627138 -0.170712 0.668061 6.76171 5.3996 0.0945409 -0.431185 1.60391 8.00433 -0.144425 0.593981 0.787544 6.61833 1.95609 2.22134 0.109061 -5.40169 -0.0541774 3.39228 -6.7399 -0.887611
4	0.385863 5.4211 -1.07878 -0.646255 0.952416 -0.648645 5.01725 -0.0249423 -0.0966321 -0.00104541 -1.36554 -0.959301 -0.600851 1.57613 -0.287805 -1.19827 -0.646255 -0.0751251 0.237921 -0.622358 -0.361885 -0.337988 0.152357 -0.980808 -0.866104 -0.933015 -0.670152 -1.24367 -1.00709 0.426704 7.38302 1.1221 4.94317 4.80218 1.71328 0.285714 0.52468 6.68763 1.19379 -0.885221 -0.553058 14.9583 4.87556 0.811441 5.1575 4.27645 8.76902 4.13307
5	-0.444142 -0.0751249 -0.741841 0.0706444 -0.415067 -0.792025 -0.622358 -0.263908 0.689567 -0.335599 0.426704 -1.31536 -0.311702 0.331118 -0.526772 -0.861325 1.52595 -0.192219 -0.717945 -5.61915 -1.34404 -1.07639 -0.512475 -1.33926 -1.15047 -5.56896 0.665671 -1.0047 0.378911 0.381301 5.97073 -0.266298 -5.54507 -0.672541 -0.00305625 5.06504 0.787544 1.26548 -0.314092 7.23964 -0.311702 5.11284 0.920365 -9.77477 1.00631 -0.0488388 4.6349 -0.959301
6	-0.138982 -0.980808 -0.839818 -1.43484 -0.00912989 -1.07639 1.57613 -1.41334 6.95049 -0.0512285 -1.29385 -0.670152 -1.41334 1.93458 -0.694048 -0.240012 -1.41334 9.22306 -0.457471 -0.359495 -1.15047 -0.789635 0.163698 -1.26757 -0.478978 -0.627138 -0.550668 -0.887611 -0.359495 -0.696438 1.14599 0.548577 -0.553058 -0.478978 0.409957 1.36106 6.23598 -0.648645 -1.17437 1.16989 -0.789635 -0.765738 0.725805 5.63856 0.750733 -1.07878 -0.409678 0.0682548
7	0.547553 0.163841 -0.502875 -0.0727354 0.107341 0.142334 -1.24367 -0.646255 -0.240012 0.500784 -0.956911 -1.10029 -0.385782 1.26548 -0.765738 -1.12419 -1.21977 1.28937 -1.07878 -0.526772 -0.574565 -0.502875 -2.00178 -0.765738 -5.68845 -5.61915 -9.77477 -9.77477 0.476887 -0.861325 0.88313 -0.144425 -1.17198 -1.43723 -1.62188 0.0443581 -1.69771 -1.24367 0.476887 0.142334 -1.24367 -0.980808 0.3045 2.05407 0.506584 0.333508 -0.290195 1.7912
8	-0.686888 -1.19588 -0.839818 0.524681 -0.29799 -0.526772 -1.07639 0.402808 0.572474 -0.478978 -1.0286 -0.839818 1.60003 -0.507654 -0.837428 -0.648645 1.98238 6.18819 -0.861325 -0.768128 -0.985587 -0.985587 0.29039 -0.792025 0.259428 -0.980808 -0.861325 -0.956911 -0.792025 6.14039 0.787544 2.41252 2.76858 -5.38018 1.19143 0.524681 4.37204 5.32552 0.570084 -1.12419 4.63251 1.14599 2.37021 -0.768128 2.46639 6.04481 3.12703 1.0743
9	1.66478 -0.359495 4.13307 -1.48503 1.9262 5.3518 -0.768128 -0.861325 0.261818 -5.68845 4.6827 -0.478978 0.548577 7.31133 -0.240012 -0.0727354 5.32791 1.36106 -0.314092 -0.168322 5.63856 -9.77477 -0.64455 -1.93906 -5.61915 -0.672541 -0.455082 -0.433575 -0.837428 -0.741842 -0.0990218 4.34575 0.500784 -9.77477 0.698055 0.476887 4.27645 0.763647 1.1221 4.96946 10.0355 1.55224 4.57176 -1.03099 4.9366 6.7856 3.93951 10.0833
10	-0.0849788 -1.00709 -0.768128 1.86289 0.37751 -1.60212 -5.66455 -0.266298 5.82974 10.1789 -0.839818 -1.43723 1.24158 -1.24367 -1.26996 -0.815921 1.28937 4.82369 -1.31775 3.32059 5.16063 -1.07878 0.801408 -1.17437 0.139945 -1.19588 -1.31536 -1.14808 -0.885221 0.546188 7.62198 0.283325 -0.741842 5.80584 1.50161 -1.0525 4.70659 0.763647 -5.90352 8.88373 0.548577 1.43275 2.44584 5.28011 2.51847 -1.0286 1.02651 7.31133
11	6.45105 2.87725 1.71951 5.61467 -0.622358 -0.720335 1.57613 0.907027 -0.242402 5.44739 0.809051 1.38496 7.12016 -0.433575 1.98238 1.98238 -0.240012 -0.502875 -1.36315 1.21768 -0.911508 -1.10029 -1.03099 -0.550668 -0.861325 -0.985587 -0.768128 -0.956911 -0.911508 -1.07878 0.978717 7.09626 0.642087 -0.263909 8.53006 5.75805 -0.765738 0.259428 8.29109 0.715854 -1.00709 7.19185 4.92166 -0.144425 7.31133 0.930924 4.15458 6.73781
12	1.98238 1.02866 -0.502875 4.92166 0.214024 0.405197 -0.576955 -0.407288 0.331118 1.1221 -0.149205 -0.0010455 -0.0727354 1.98238 -0.622358 -0.529161 -0.813531 1.76731 -1.0047 -0.170712 -0.502875 -0.455082 -1.17198 -0.720335 -0.768128 -0.861325 -0.598462 -0.311702 -1.0525 -0.431185 1.50444 4.60862 0.719779 -0.311702 1.74341 -1.26996 4.58711 7.66978 12.2579 6.90509 0.978717 0.620267 -0.383392 4.84997 3.65514 0.214024 7.09626 5.63856
13	3.12703 5.70437 0.166231 3.10313 1.28937 5.75805 8.17161 -0.0488388 14.0263 -0.457471 -0.383392 0.0945411 1.88679 -0.648645 -0.839818 -0.431185 2.05407 0.0467478 -1.22455 -1.29385 -0.648645 -0.839818 -1.21977 -1.67381 -5.66455 -9.77477 -9.77477 -9.77477 -9.77477 -5.95131 -1.79329 -1.53282 -5.30692 -5.80793 -5.61915 -5.78403 -9.77477 -9.77477 -9.77477 -0.335599 -0.717945 -0.407288 5.63617 -0.314092 0.214024 -5.54507 6.7856 -5.04324
14	0.500784 2.00788 -0.0297215 0.452991 0.355015 0.570084 -0.455082 -0.407288 -0.144425 1.98238 -0.0727354 -0.311702 -0.909118 0.0945411 -0.765738 -0.765738 -1.26996 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.91854 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477
15	-0.407288 0.0946358 -0.622358 0.548577 1.0982 -0.0966321 -0.144425 5.85124 1.1221 -1.12658 -5.21051 -0.507654 0.211635 0.429094 -1.19588 -0.361885 1.07191 1.1221 0.0443581 -0.263909 -0.839818 -0.407288 -0.383392 -0.216115 -0.622358 -0.553058 -1.26996 1.1221 -0.335599 -0.433575 1.38496 8.2433 0.123942 -1.57822 0.283325 0.474498 -0.861325 -0.478978 -0.959301 1.0743 -0.741842 -0.746621 -0.0727354 2.03017 -0.240012 -0.0966321 0.261818 1.55224
16	1.0982 0.448013 -0.0727354 -0.194608 2.17355 -0.409678 -0.598462 6.61833 0.835337 0.859234 -0.120529 -0.359495 0.596371 0.930924 -0.287805 -0.0249421 -0.0512285 2.05407 -0.268688 -0.311702 -0.526772 0.118438 -0.792025 -0.359495 -0.529161 -0.335599 -0.455082 -0.478978 6.21208 -0.935404 1.24158 7.5264 1.50002 8.64954 0.142334 5.3996 2.79486 -0.861325 4.37204 2.03017 0.713464 0.715854 4.53932 1.36106 1.45426 4.99335 2.07796 1.19379
17	-0.407288 1.91356 13.7849 -1.03099 -0.600851 -0.526772 1.60003 -0.335599 -0.0727354 2.41252 0.739751 0.644164 -0.144425 -0.218505 -0.120529 2.07796 -0.383392 -0.622358 0.0706444 1.95848 -0.431185 -0.670152 -0.502875 -0.337988 0.116048 -0.529161 -0.242402 -0.170712 -0.335599 -0.122918 6.30767 0.620267 0.533066 -0.0727354 2.19745 -0.122918 5.90143 2.96214 3.72683 -0.553058 -0.622358 1.50444 2.69928 6.30767 5.97073 0.785154 4.77828 -0.866104
18	1.00261 -0.714236 -0.431185 -0.717945 0.452991 0.787544 -1.12419 0.0228511 1.91069 -0.980808 -0.792025 -0.529161 0.859234 0.0682548 -0.839818 -0.646255 3.84631 1.16989 -0.672541 -0.383392 -1.05489 -0.646255 -0.765738 -0.194608 -0.359495 0.118438 -0.670152 -0.242402 0.620267 1.0982 11.6366 11.6366 1.60038 0.118438 1.45665 0.309611 -0.526772 2.5081 5.3518 0.285714 -0.314092 5.11284 -0.789635 0.763647 6.40326 -5.61915 4.0351 0.500784
19	-4.75648 -2.30071 5.32552 -4.94765 -9.77477 0.524681 -0.433575 -0.409678 -0.933015 -0.866104 0.331118 6.30767 -1.55433 -1.7694 -0.622358 -0.287805 -1.15047 -0.980808 -0.933015 1.40886 -1.17198 -1.17198 -1.12658 -0.861325 -1.12658 -1.10029 -0.717945 -0.956911 -1.14808 4.6827 1.57613 12.2101 1.70861 0.118438 1.57613 10.0116 0.285714 1.43036 5.28011 0.0467478 0.928534 4.25256 -1.57822 5.30401 4.80218 1.50444 5.44739 -1.19827
20	4.6588 2.14321 11.3738 -1.24367 -0.956911 0.118438 0.476887 -0.956911 -0.861325 -0.287805 -0.0966321 -1.38944 -1.21977 -0.170712 0.142334 -1.29385 -1.62602 -1.45874 6.35546 -1.60212 -1.74789 -5.87962 -1.6523 -5.80793 -5.71234 -5.78403 -5.90352 -2.03226 -1.96057 -1.96057 -0.361885 -0.240012 -3.00105 -1.86498 -0.909118 0.739751 -2.15174 -5.83183 0.0467478 -9.77477 -5.73863 -1.69771 1.16989 -0.789635 -0.741842 -0.696438 1.45665 -1.33926
21	-0.359495 -0.672541 1.36106 0.400225 -1.15047 -0.263909 6.37936 0.548577 -1.41095 -0.861325 -0.622358 1.50444 5.445 -0.694048 -1.12419 0.345329 -1.6762 -1.17437 -0.911508 0.763647 -1.31775 5.44739 -1.60212 -0.694048 -0.670152 -0.526772 -0.263909 -0.529161 -0.287805 -0.746621 1.48055 0.809051 -0.192219 6.40326 1.93458 -0.311702 0.214024 0.190128 1.16989 0.763647 -0.383392 -0.120529 0.0443581 1.64782 0.0228511 -0.383392 -0.837428 0.2332
22	0.715854 0.118438 0.190128 0.955021 3.36838 0.500784 0.572474 6.47495 1.16989 1.00261 0.333508 -0.290195 0.285714 2.41252 0.142334 0.148083 -1.24367 -0.122918 0.405197 -0.909118 -1.24367 -1.7216 -0.526772 -1.48503 -1.50653 -0.314092 -0.885221 -0.218505 -0.959301 9.60302 1.91069 1.05041 8.43447 -0.646255 2.38862 13.9307 9.96386 1.88679 6.18819 2.10186 2.67538 8.12381 5.61467 9.79658 6.04481 6.92898 1.05041 6.79657
23	12.1623 -0.507654 -9.77477 -4.08562 -9.77477 -9.77477 -9.77477 -9.77477 0.309611 0.235531 0.95482 0.429094 3.44007 1.31327 0.787544 -0.808303 -0.0488388 0.211635 0.691957 0.978717 0.476887 1.43275 1.00261 1.45665 1.76731 1.31327 1.26548 1.14599 1.1221 2.65148 2.31693 1.88679 8.74513 6.7856 7.5025 6.25988 4.39594 8.1955 5.99701 1.67172 3.58345 9.58151 5.44739 12.3057 9.34254 15.7229 5.71025 8.01054
24	12.4252 6.76171 5.20842 5.2599 2.69928 6.49884 -0.507654 -0.598462 1.21768 0.644164 -0.0010455 -0.741842 5.73415 2.17355 -0.144425 -2.48838 -0.311702 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 2.74707 4.75439 5.37331 5.18214 3.72683 -0.505265 -5.66455 -1.43484 -1.88888 -4.70868 -9.77477 -9.77477 -9.77477 -5.47338 4.77589 -0.577956
25	-9.77477 -9.77477 -9.77477 -7.49956 -9.77477 -9.77477 -0.694048 -1.57822 -9.77477 1.14599 5.49518 -1.45874 -0.861325 0.596371 0.548577 -0.39939 8.67344 5.71025 2.05407 -0.696438 -0.648645 -0.746621 -0.335599 -0.144425 -0.765738 -0.0727354 -0.361885 -0.194608 0.285714 1.28937 1.00261 -0.335599 6.18819 13.1421 5.4689 2.98604 -1.22455 6.40326 3.67904 -1.36315 4.56321 6.97678 -9.77477 4.94317 0.500784 3.29669 -1.31536 -0.157531
26	6.57053 2.84266 -1.24367 2.02388 -0.550668 0.620267 -1.12419 4.36726 -1.05489 6.49884 -0.765738 4.82608 -1.24606 1.88679 -0.956911 0.0977062 -0.359495 0.405197 0.620267 -0.741842 -0.670152 -0.507654 -0.694048 -0.887611 -1.07878 -0.911508 -1.21977 -0.696438 -1.15047 -0.909118 1.93458 -0.144425 -1.24606 5.56687 1.43275 -0.598462 -1.14808 1.8151 1.16989 -1.36315 2.03017 0.978717 7.95654 -1.36554 6.02091 2.41252 0.572474 2.54117
27	-9.77477 -9.77477 6.49884 -7.5913 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -6.50261 -9.77477 -9.77477 -9.77477 -1.36315 -0.911508 -1.48503 -1.41095 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.07619
28	0.715854 0.426704 0.835337 1.59445 1.52834 -0.120529 0.620267 0.142334 2.05407 0.570084 -0.311702 -1.22455 8.09992 0.907027 -0.311702 0.256945 0.832947 1.21529 -0.335599 -0.120529 7.04847 0.142334 -0.311702 -0.670152 -0.861325 -0.576955 -1.21977 -1.21977 -0.502875 -0.553058 1.21768 0.0706444 -0.837428 -5.35389 0.190128 0.522291 -9.77477 -1.6762 -9.77477 0.596371 -1.10507 -1.26996 -0.935404 7.43081 -0.765738 -0.216115 -0.457471 -0.812161
29	1.52834 0.524681 1.16989 0.642053 2.65148 1.00261 0.95482 1.00261 1.76731 1.67172 -0.263909 0.0467478 -1.21977 0.0706444 6.61833 0.679822 0.214024 2.26914 0.620267 0.118438 -0.0488388 0.190128 0.0921514 0.190128 0.166231 -0.0727354 0.190128 0.548577 0.190128 1.05041 3.53566 6.97678 1.0982 1.0743 11.5649 11.3738 2.34083 7.57419 6.16429 0.261818 1.05041 2.81876 5.28011 5.25622 4.79979 4.80218 5.71025 5.23693
30	0.405197 2.79486 0.381301 2.74505 5.51908 2.00627 1.28937 0.835337 0.214024 7.45471 1.93458 1.0743 1.839 0.596371 3.12942 -2.90739 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -0.0727354 -0.383392 -9.77477 -0.0727354 7.45471 10.7524 0.405197 1.43036 -1.05489 -0.0249421 5.94922 0.309611 0.139945 0.0706444 2.69928 9.46203 7.04847 0.548577 -9.77477 4.61739
31	5.51908 2.67216 8.79292 1.93458 1.43275 0.859234 1.48055 0.452991 1.24158 0.476887 3.00993 0.405197 2.532 0.739751 0.88313 1.27779 1.0743 0.835337 1.21768 2.12576 1.24158 1.99448 0.95482 0.835337 0.644164 1.0743 0.739751 1.19379 5.08894 0.787544 2.49392 4.46763 8.29109 2.87802 6.0687 12.3057 1.05041 7.78687 7.04847 5.61467 0.978717 0.0706444 4.92166 0.142334 1.1221 7.90874 14.5759 10.4896
32	3.87021 2.70019 5.18453 1.57613 0.285714 0.474498 1.52834 1.60003 0.859234 0.644164 0.88313 3.225 1.21768 0.907027 1.1221 0.566113 3.2728 8.9124 0.739751 0.907027 0.763647 1.62238 0.859234 1.19379 1.38496 1.43275 1.0743 1.05041 0.95482 1.05041 2.80554 1.48055 1.19379 3.61941 10.633 6.04481 14.8866 4.27406 12.6881 0.524681 3.08162 8.69733 8.53006 18.3994 14.4564 7.59809 8.69733 14.5042
33	17.6323 13.5717 10.7285 11.7083 8.00194 5.30401 5.25622 10.394 8.3126 11.9951 6.88119 5.85124 3.39228 3.63124 1.43275 0.748229 0.500784 1.57613 1.74341 1.31327 0.978717 -0.943468 1.839 0.691957 1.05041 1.26548 0.978717 -9.77477 -9.77477 -9.77477 -2.9113 -9.77477 -0.507654 -1.656 1.839 5.49518 9.86827 6.49884 2.5559 2.19745 8.29109 5.51908 8.71884 11.5649 10.155 9.91606 18.9012 15.1494
34	11.1348 9.92401 9.86827 7.40692 5.73176 4.53932 1.86289 2.81876 1.40886 1.1221 7.14405 1.24158 18.6622 8.81682 0.620267 0.581941 0.500784 1.16989 0.620267 1.1221 1.02651 -0.80824 0.668061 0.81144 1.16989 0.500784 0.214024 -1.03099 -0.574565 0.787544 -2.44999 1.52834 -5.09103 -1.62261 -9.77477 -5.92741 -9.77477 -2.15174 -9.77477 0.261818 7.30894 8.45837 11.8039 8.38429 11.2065 9.65081 9.93996 14.8149
35	9.86827 9.48465 10.6569 7.07236 6.02091 6.95049 5.49518 6.0926 4.01359 4.89777 5.27772 6.75932 5.82974 5.3996 6.8788 1.65287 0.0204615 2.34083 1.26309 -0.0966321 -0.622358 1.22572 0.620267 1.43275 0.572474 0.596371 0.476887 0.644164 0.452991 1.26548 0.372004 1.00261 8.43447 1.23588 0.333508 0.381301 2.07796 2.02778 5.30401 6.14039 7.21096 10.848 10.2028 7.44993 14.0502 9.45964 10.8002 14.3107
36	10.3223 7.62732 9.00799 8.07363 5.18453 3.89411 4.7042 5.42349 4.13307 4.87387 2.67538 5.49518 3.89411 3.77462 3.53566 2.03216 1.0743 1.00261 2.38862 1.69562 0.88313 2.18364 1.40886 2.67538 2.46031 1.26548 0.644164 1.0743 0.88313 0.118438 1.85282 10.7047 8.53006 2.55208 2.69928 1.05041 5.3518 4.7281 10.5613 7.6196 4.6349 6.33157 8.9124 9.07729 10.4179 9.24696 9.96386 13.6917
37	14.1458 -3.83185 7.76536 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.00678 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -10.1331 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -8.33472 -9.77477 -9.77477 -6.4018 -0.885221 7.33523 0.331118 0.620267 3.98969 7.4786 9.58151 3.46397 5.23232 5.59077 9.70099 11.0153 9.7464 17.3479
38	-9.77477 -8.46392 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 2.26914 1.28937 0.211635 -6.6824 -0.0990218 1.43275 0.978717 0.357404 -0.526772 -5.95978 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -2.8604 -9.77477 -0.885221 -1.61758 7.74147 4.44373 -0.287805 -0.837428 0.0706444 1.93458 4.53932 7.35673 6.25988 4.96946 7.95415 9.48592 13.9068 17.2284
39	8.86461 6.17753 5.59077 10.4657 5.06504 3.77462 1.57613 1.16989 3.225 2.48421 1.86289 1.19379 4.20476 1.52834 2.14965 0.963353 4.34814 0.978717 2.00627 2.00627 0.620267 1.58519 0.763647 1.95848 2.43641 0.81144 0.81144 0.88313 2.67538 1.02651 2.1874 0.452991 8.2433 3.2498 4.87148 7.31133 5.47129 7.86095 16.3921 5.20842 12.8076 7.81316 13.1182 9.48592 16.1985 15.7684 12.4013 14.5759
40	10.9914 10.3603 13.1421 9.98775 8.50616 14.098 7.19185 7.66978 8.45837 4.49152 5.73415 6.66373 2.91435 1.36106 2.41252 3.53163 1.26548 1.19379 0.691957 2.86655 0.500784 2.41581 1.36106 0.835337 3.63124 1.67172 1.0743 -9.77477 3.51176 1.71951 0.0433656 1.21768 0.357404 0.0456591 2.67538 6.7856 0.763647 0.644164 5.18453 7.16795 9.82048 13.3094 10.2267 10.1789 -9.77477 -9.77477 -9.77477 -9.77477
41	-9.77477 -9.77477 -9.77477 -12.6013 -9.77477 -10.6637 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -4.90225 -9.77477 -9.77477 3.65514 2.62759 1.05041 0.787544 1.26548 2.81876 1.21768 0.787544 1.88679 2.26914 2.84266 0.524681 -0.218505 0.142334 1.62393 0.0467478 -0.0966321 0.405197 1.55224 0.283325 1.02651 0.0228511 0.163841 0.500784 0.261818 0.644164 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477
42	-9.77477 -9.77477 -9.77477 -6.46945 -0.407288 -5.45094 -1.10029 1.0743 0.763647 -1.41095 -9.77477 -9.77477 -1.14808 -0.359495 -0.242402 -0.813531 0.907027 1.05041 0.0228511 0.285714 -0.598462 2.29303 0.309611 0.0706444 -0.287805 1.02651 0.665671 -0.337988 0.118438 -0.670152 2.07796 0.474498 0.0204615 -0.529161 1.45665 -0.792025 -5.47338 -1.31536 -5.47338 -1.31536 -0.120529 -9.77477 -9.77477 -9.77477 -9.77477 -9.77477 2.02778 -9.77477
43	-5.71234 -9.77477 -4.66089 -3.43528 -0.263909 -2.67148 -0.216115 1.50444 -0.168322 -0.170712 -0.507654 2.12576 -0.170712 -0.478978 -0.0751251 0.835337 1.40886 0.0682548 0.524681 0.81144 1.86289 -0.507654 -0.192219 -0.553058 1.91069 -0.526772 -0.815921 -1.69771 1.43275 -0.0249421 4.15697 -0.792025 7.59809 6.8095 0.0945411 6.16429 6.18819 3.9658 4.27645 1.33478 3.48786 4.22627 9.22306 6.21208 -0.550668 0.452991 0.691957 0.95482
